stem,key,dtype,shape,sha256,num_nodes
ac97_ctrl_syn1_step0,synID,list,,080a9ed428559ef602668b4c00f114f1a11c3f6b02a435f0bdc154578e4d7f22,15940
ac97_ctrl_syn1_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn2_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn2_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn2_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn2_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn2_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn2_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn2_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn2_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn2_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn2_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn2_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn2_step0,synVec,torch.int64,"(20,)",ed6945e6dc91b481dab1a03ea67c97db5d18444299c7242ddd63e1f71bfde108,15940
ac97_ctrl_syn2_step0,synID,list,,038966de9f6b9a901b20b4c6ca8b2a46009feebe031babc842d43690c0bc222b,15940
ac97_ctrl_syn2_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn3_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn3_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn3_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn3_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn3_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn3_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn3_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn3_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn3_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn3_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn3_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn3_step0,synVec,torch.int64,"(20,)",51c3405b91deb3476189929ed5e100fcb99b12891fac5f37afa661b768d5b4af,15940
ac97_ctrl_syn3_step0,synID,list,,06d033ece6645de592db973644cf7357255f24536ff7b03c3b2ace10736f7636,15940
ac97_ctrl_syn3_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn4_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn4_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn4_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn4_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn4_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn4_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn4_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn4_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn4_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn4_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn4_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn4_step0,synVec,torch.int64,"(20,)",05f5ab304794b0e0294e61eb55e84c03211a782ede6c77fc5a4c06e93b66d138,15940
ac97_ctrl_syn4_step0,synID,list,,46b1884167c4edd308bcf0c04163dd02d05c9742b35e86b57b5f7ed1b82f3850,15940
ac97_ctrl_syn4_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn5_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn5_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn5_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn5_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn5_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn5_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn5_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn5_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn5_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn5_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn5_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn5_step0,synVec,torch.int64,"(20,)",ae9b6052a4d1161526eb16f22b024da18e574f893a138badfcd85c97f9e19927,15940
ac97_ctrl_syn5_step0,synID,list,,1ae3592f8248c3f879b56afe3f2ce6aad45ba898434796d35c565684397fb3e6,15940
ac97_ctrl_syn5_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn6_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn6_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn6_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn6_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn6_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn6_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn6_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn6_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn6_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn6_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn6_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn6_step0,synVec,torch.int64,"(20,)",477fa2bf00db1b90cc74e2af53e6a6158815b00fe18dbfa90f1c8e39866ca325,15940
ac97_ctrl_syn6_step0,synID,list,,fe94b827f0455bee6f4a6a265286f827f18748ede569565ee827058085bad146,15940
ac97_ctrl_syn6_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn7_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn7_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn7_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn7_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn7_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn7_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn7_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn7_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn7_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn7_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn7_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn7_step0,synVec,torch.int64,"(20,)",4fff30c35e73fc176f4474433fbdb834c4c5529ed1610ceb51522de1a6a9c591,15940
ac97_ctrl_syn7_step0,synID,list,,589ffd3acf522ae81192579f297589e93b0c41f748b224d1b4bb5c857a2f70cb,15940
ac97_ctrl_syn7_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn8_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn8_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn8_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn8_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn8_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn8_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn8_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn8_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn8_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn8_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn8_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn8_step0,synVec,torch.int64,"(20,)",323c93df3431747aec0875b6f0233bf1c0c6e379bca9b93813cd77f110b93af9,15940
ac97_ctrl_syn8_step0,synID,list,,a8f2ecf6c811b67c050190173c8b89ce2c99b7993d29235ff3bf656b6a2c505e,15940
ac97_ctrl_syn8_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
ac97_ctrl_syn9_step0,edge_index,torch.int64,"(2, 25065)",83ce5aaeebbd54c5a875f9593e85e5fdf4d9d09c66f12debcee72dbe1a47b154,15940
ac97_ctrl_syn9_step0,node_id,list,,076b7d79c53f105218f57ba92c223b18747579d6387ef645078c86181f760d96,15940
ac97_ctrl_syn9_step0,node_type,torch.int64,"(15940,)",aec3590802c46bf9b079186fe88141a6cc7dca985c8982fb2714b2ae049f1dcb,15940
ac97_ctrl_syn9_step0,num_inverted_predecessors,torch.int64,"(15940,)",36647e85d6b245dec52eafc5d860f73f4a47a90cfcfbe6625490537d65cd9d91,15940
ac97_ctrl_syn9_step0,edge_type,torch.int64,"(25065,)",8e8fcd9ae4bb5d7ea447e01d5b91cd357f67e4755373f1caf23c30728c2e964b,15940
ac97_ctrl_syn9_step0,longest_path,torch.int64,(),5fd1b79ebdef9619a57916a3bfc264b54d37a792659b3693f8ab36ec3ebce448,15940
ac97_ctrl_syn9_step0,and_nodes,torch.int64,(),644cbb111f5a7a6388ff7c61faff3a732b396374f1df9969b4ccbaddd145ff78,15940
ac97_ctrl_syn9_step0,pi,torch.int64,(),1fe87b73d584aadc7f4339e0aaa2eb4b982ff1d7f5d7ff09e58c1e29550b48d7,15940
ac97_ctrl_syn9_step0,po,torch.int64,(),72dc09f100adbd6dafd8d8aa735ca81a200f08ac3990514b3415a083783666c1,15940
ac97_ctrl_syn9_step0,not_edges,torch.int64,(),71879fa5b5dcd46efa403ddf961b1d634773f92ca8c440919b66609278829826,15940
ac97_ctrl_syn9_step0,desName,list,,cb364ce5898c17a882a1b627b798dbf8bbf0dd9578a02a03e801b893b95a3aa3,15940
ac97_ctrl_syn9_step0,synVec,torch.int64,"(20,)",293ccb0119baf18a0fce899e90dcb0d37810cb1f282c148532f2e19b52ddca54,15940
ac97_ctrl_syn9_step0,synID,list,,16390873ae6b6a173fc894a873bab02283debbd320b5f0758849d01afa6ee8b6,15940
ac97_ctrl_syn9_step0,stepID,list,,d0bca111f8628137adc4c16f123496dcdd1d590d06cb5d9acd68b39fe656fb97,15940
